SerialNumber,Leave,ActionYear,WorkDurationYear,CountLoan,Avg_MonthPerLoan,HireType,HireSourceGroup,WorkDurationYear,Avg_TotalAbsensePerYear,Avg_NumDaysPerAbsense,TotalEduAllowance,NumYear_SinceLastEduAllowance,TotalEduAttend,MaxEduDegreeLevel,EduBranch_BUSINESS,EduBranch_CHEM,EduBranch_COM,EduBranch_EDU,EduBranch_ENG_CHEM,EduBranch_ENG_CIVIL,EduBranch_ENG_COM_ELEC,EduBranch_ENG_ENV,EduBranch_ENG_IND,EduBranch_ENG_OTHER,EduBranch_ENG_PET_CHEM,EduBranch_Finance,EduBranch_Languages,EduBranch_Law,EduBranch_Other,EduBranch_Science,EduBranch_Social,Max_EduInstituteGroup,NumYear_SinceLastEdu
2947,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNIV,1.0
2948,1,2014,7.0,,,Inexperienced Hire,Agency,7.0,5.7142857142857135,1.5,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,8.0
2949,0,2016,9.0,1.0,72.0,Inexperienced Hire,Agency,9.0,10.444444444444443,1.319148936170213,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,4.0
2950,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
2951,1,2008,1.0,,,Inexperienced Hire,Campus/Fair,1.0,4.0,8.25,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,5.0
2952,1,2013,6.0,,,Inexperienced Hire,Agency,6.0,5.333333333333333,1.65625,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,7.0
2953,1,2008,1.0,,,Experienced Hire,Agency,1.0,4.0,1.0,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,UNIV,1.0
2954,1,2012,5.0,,,Inexperienced Hire,Agency,5.0,7.4,1.351351351351351,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
2955,0,2017,10.0,1.0,93.0,Experienced Hire,Agency,10.0,6.7,4.7164179104477615,1.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,6.0
2956,1,2012,4.0,,,Experienced Hire,Other,4.0,1.75,2.0,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNIV,2.0
2957,0,2016,9.0,1.0,21.0,Inexperienced Hire,Referral,9.0,2.888888888888889,1.2307692307692308,4.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,6.0
2958,1,2008,1.0,,,Inexperienced Hire,Agency,1.0,3.0,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
2959,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
2960,1,2009,2.0,,,Inexperienced Hire,Other,2.0,0.5,2.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
2961,1,2008,1.0,,,Experienced Hire,Agency,1.0,0.0,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
2962,1,2010,3.0,,,Inexperienced Hire,Website/Ads,3.0,6.666666666666668,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,8.0
2963,1,2007,0.0,,,Experienced Hire,Agency,0.0,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,6.0
2964,0,2014,7.0,1.0,67.0,Inexperienced Hire,Agency,7.0,1.7142857142857142,8.583333333333334,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,8.0
2965,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2966,1,2014,6.0,,,Experienced Hire,Other,6.0,3.1666666666666665,1.1578947368421053,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
2967,1,2011,4.0,,,Inexperienced Hire,Agency,4.0,9.25,1.054054054054054,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,10.0
2968,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2969,0,2014,7.0,1.0,18.0,Experienced Hire,Other,7.0,9.714285714285714,1.088235294117647,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,10.0
2970,0,2016,9.0,,,Contractor Conversion,Other,9.0,12.777777777777779,1.8521739130434784,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,13.0
2971,0,2017,10.0,1.0,51.0,Contractor Conversion,Other,10.0,11.1,1.063063063063063,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INST,13.0
2972,0,2014,7.0,,,Contractor Conversion,Other,7.0,10.857142857142858,1.131578947368421,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,INST,10.0
2973,1,2012,5.0,,,Inexperienced Hire,Agency,5.0,7.4,1.3243243243243243,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,UNIV,1.0
2974,0,2016,9.0,,,Inexperienced Hire,Agency,9.0,2.555555555555556,1.4782608695652173,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,12.0
2975,0,2017,10.0,1.0,98.0,Inexperienced Hire,Agency,10.0,5.3,1.30188679245283,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,12.0
2976,1,2013,6.0,,,Inexperienced Hire,Campus/Fair,6.0,4.5,1.6296296296296295,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
2977,1,2014,7.0,,,Inexperienced Hire,Agency,7.0,11.714285714285715,1.329268292682927,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
2978,0,2017,10.0,1.0,28.0,Inexperienced Hire,Agency,10.0,7.7,1.4415584415584417,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,12.0
2979,1,2014,7.0,,,Inexperienced Hire,Campus/Fair,7.0,10.571428571428571,3.5540540540540535,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,7.0
2980,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2981,1,2009,2.0,,,Inexperienced Hire,Referral,2.0,0.5,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
2982,1,2012,5.0,,,Inexperienced Hire,Referral,5.0,3.0,1.3333333333333333,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
2983,0,2017,10.0,1.0,104.0,Experienced Hire,Campus/Fair,10.0,8.7,2.264367816091954,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,17.0
2984,0,2017,10.0,1.0,42.0,Inexperienced Hire,Agency,10.0,11.9,1.2352941176470589,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,8.0
2985,1,2008,1.0,,,Inexperienced Hire,Other,1.0,6.0,1.0,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
2986,1,2013,6.0,,,Inexperienced Hire,Referral,6.0,15.166666666666664,1.120879120879121,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
2987,0,2015,8.0,1.0,37.0,Inexperienced Hire,Agency,8.0,0.25,4.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,11.0
2988,1,2013,6.0,,,Inexperienced Hire,Agency,6.0,7.833333333333332,1.319148936170213,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,6.0
2989,0,2016,9.0,1.0,1.0,Contractor Conversion,Other,9.0,11.0,1.1010101010101008,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,14.0
2990,1,2007,0.0,,,Inexperienced Hire,Campus/Fair,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2991,1,2015,8.0,1.0,57.0,Inexperienced Hire,Campus/Fair,8.0,1.875,1.2,7.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
2992,1,2008,1.0,,,Inexperienced Hire,Campus/Fair,1.0,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
2993,0,2015,8.0,,,Inexperienced Hire,Campus/Fair,8.0,3.125,1.36,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,8.0
2994,1,2014,7.0,1.0,67.0,Inexperienced Hire,Agency,7.0,4.0,1.4642857142857142,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,5.0
2995,0,2014,7.0,1.0,32.0,Experienced Hire,Referral,7.0,5.571428571428571,1.6923076923076923,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,11.0
2996,1,2016,9.0,1.0,50.0,Inexperienced Hire,Campus/Fair,9.0,9.777777777777779,1.193181818181818,5.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,6.0
2997,0,2016,9.0,1.0,72.0,Inexperienced Hire,Other,9.0,8.888888888888891,1.3375,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,4.0
2998,0,2013,6.0,1.0,3.0,Inexperienced Hire,Agency,6.0,5.666666666666668,1.2647058823529411,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,2.0
2999,0,2016,8.0,,,Experienced Hire,Other,8.0,3.875,1.2258064516129032,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,6.0
3000,0,2015,8.0,1.0,60.0,Experienced Hire,Referral,8.0,3.875,1.7096774193548387,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNIV,12.0
3001,1,2012,5.0,1.0,11.0,Inexperienced Hire,Campus/Fair,5.0,11.8,1.4576271186440677,4.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3002,0,2017,10.0,1.0,85.0,Contractor Conversion,Other,10.0,14.0,1.1857142857142855,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,12.0
3003,1,2012,5.0,,,Inexperienced Hire,Agency,5.0,8.4,1.0714285714285714,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,5.0
3004,1,2013,6.0,1.0,23.0,Inexperienced Hire,Agency,6.0,1.1666666666666667,2.142857142857143,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
3005,0,2015,8.0,,,Inexperienced Hire,Other,8.0,3.5,1.9642857142857144,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,UNIV,3.0
3006,1,2016,9.0,1.0,39.0,Inexperienced Hire,Campus/Fair,9.0,11.0,1.383838383838384,5.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,9.0
3007,1,2014,6.0,1.0,18.0,Inexperienced Hire,Other,6.0,2.6666666666666665,1.0,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,4.0
3008,1,2012,5.0,,,Contractor Conversion,Other,5.0,5.0,1.56,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,9.0
3009,0,2015,8.0,,,Inexperienced Hire,Referral,8.0,3.0,1.125,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNIV,10.0
3010,0,2013,6.0,,,Contractor Conversion,Other,6.0,6.833333333333332,1.170731707317073,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INST,10.0
3011,0,2017,10.0,,,Contractor Conversion,Other,10.0,9.9,1.1414141414141414,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,13.0
3012,0,2015,8.0,,,Inexperienced Hire,Other,8.0,1.5,1.25,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,INST,6.0
3013,1,2009,2.0,,,Inexperienced Hire,Campus/Fair,2.0,2.0,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3014,0,2016,9.0,,,Inexperienced Hire,Other,9.0,12.555555555555555,1.1504424778761062,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,11.0
3015,1,2010,3.0,,,Inexperienced Hire,Campus/Fair,3.0,4.666666666666667,1.5714285714285714,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNIV,3.0
3016,1,2011,4.0,,,Inexperienced Hire,Campus/Fair,4.0,4.75,1.1578947368421053,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,4.0
3017,0,2016,9.0,,,Inexperienced Hire,Agency,9.0,3.333333333333333,1.3333333333333333,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,9.0
3018,1,2008,1.0,,,Experienced Hire,Other,1.0,2.0,1.5,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,INST,1.0
3019,1,2008,1.0,,,Inexperienced Hire,Campus/Fair,1.0,0.0,,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3020,0,2016,9.0,,,Contractor Conversion,Other,9.0,13.222222222222221,1.1512605042016806,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
3021,1,2009,2.0,,,Inexperienced Hire,Campus/Fair,2.0,3.5,1.7142857142857142,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3022,0,2016,9.0,1.0,6.0,Inexperienced Hire,Agency,9.0,8.11111111111111,1.3698630136986298,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,6.0
3023,0,2017,4.0,1.0,25.0,Experienced Hire,Referral,4.0,14.75,4.779661016949152,4.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,6.0
3024,0,2016,9.0,1.0,19.0,Inexperienced Hire,Agency,9.0,6.222222222222222,1.4464285714285714,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,9.0
3025,0,2016,9.0,,,Inexperienced Hire,,9.0,9.222222222222221,2.9518072289156625,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,9.0
3026,0,2017,10.0,,,Inexperienced Hire,Other,10.0,7.6,1.1447368421052628,5.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,5.0
3027,0,2016,9.0,,,Inexperienced Hire,Agency,9.0,5.888888888888888,1.8113207547169807,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,10.0
3028,1,2010,3.0,,,Inexperienced Hire,Agency,3.0,4.333333333333333,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
3029,1,2011,4.0,1.0,2.0,Inexperienced Hire,Agency,4.0,4.5,1.8333333333333333,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,5.0
3030,1,2010,3.0,1.0,17.0,Inexperienced Hire,Campus/Fair,3.0,10.333333333333334,1.1612903225806452,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
3031,1,2008,1.0,,,Inexperienced Hire,Agency,1.0,0.0,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3032,0,2014,7.0,,,Experienced Hire,Other,7.0,0.14285714285714285,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,UNIV,4.0
3033,1,2012,5.0,,,Inexperienced Hire,Campus/Fair,5.0,6.6,1.7575757575757576,,,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
3034,1,2010,3.0,,,Inexperienced Hire,Other,3.0,1.3333333333333333,17.75,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,4.0
3035,1,2009,2.0,,,Inexperienced Hire,Other,2.0,3.5,2.142857142857143,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3036,1,2008,1.0,,,Experienced Hire,Agency,1.0,0.0,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,4.0
3037,0,2017,10.0,,,Inexperienced Hire,Agency,10.0,10.0,1.35,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,15.0
3038,1,2012,5.0,1.0,7.0,Inexperienced Hire,Agency,5.0,2.8,2.071428571428572,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
3039,0,2017,10.0,,,Inexperienced Hire,Other,10.0,12.4,1.2016129032258065,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,11.0
3040,1,2013,6.0,1.0,52.0,Inexperienced Hire,Campus/Fair,6.0,3.5,1.0476190476190477,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
3041,1,2008,1.0,,,Inexperienced Hire,Campus/Fair,1.0,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
3042,1,2009,2.0,,,Inexperienced Hire,Referral,2.0,7.5,1.0666666666666669,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3043,1,2015,8.0,,,Inexperienced Hire,Referral,8.0,9.75,1.4230769230769231,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,8.0
3044,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,5.0
3045,1,2014,7.0,,,Inexperienced Hire,Campus/Fair,7.0,4.0,1.1071428571428572,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,3.0
3046,1,2011,4.0,,,Inexperienced Hire,Campus/Fair,4.0,11.75,1.0212765957446808,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,1.0
3047,1,2009,2.0,,,Inexperienced Hire,Agency,2.0,7.0,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIV,2.0
3048,1,2007,0.0,,,Inexperienced Hire,Agency,0.0,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,UNIV,4.0
3049,1,2008,1.0,,,Inexperienced Hire,Agency,1.0,5.0,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,1.0
